Empresa
1 Time Invest
Banco Fator
Baoba Investimentos
Baraúna Investimentos
Barzel Properties
Bateleur.
BayCap
BeInvestXP
Beneficium Assessoria de Investimentos
Bequest Capital Assessoria de Investimentos
Berkana Patrimônio
Bertuzzi Gestão Patrimonial
Bevas Family Office®
BFR Investimentos
BGR Asset Management
Big Capital
Big Invest
Bkty Capital
Black Investimentos
BLACK PEARL INVEST ®
Black Ross Investimentos
BlackBridge
Blackhill Investments
Blend Capital
Bless Capital
Bloom Capital
BLP Capital
Blue Asset
Blue3 Investimentos
Blue3 Investimentos
BLUEMETRIX Asset
Bluemont Assessoria de Investimentos
BlueOak Investments
Bluewave Asset
BM Corporate
BNP Paribas
Boa Brasil Capital
Boa Vista Investimentos
Bocaina Capital
Bogari Capital
Bort Capital
BR Partners Banco de Investimento S/A
Brainvest Brasil
Brasil Capital
Brasil Trade Agro
Braúna Investimentos
Brava Capital
Brava Investimentos
Bravi Agentes Autônomos de Investimentos
Bresser Asset Management
BRICS Capital
Bridge Invest
Brio Investimentos
BRIX CAPITAL - Credenciado ao Safra Invest
BRM Asset
Brookfield Asset Management
BRT Investimentos
BRZ Investimentos
BS/ INVESTIMENTOS
BSI | XP Investimentos
Buena Vista Capital
Bull Investimentos
Buriti Investimentos
Butiá Investimentos
BW Investimentos
BWAG
BWM Family Office
Cais Investimentos
Calta Capital
Campos Gerais Assessoria de Investimentos
Canuma Capital
Canvas Capital
CAP CAPITAL
Capital Gain AI
Capital Investimentos
Capital Investor / Afiliada da XP Investimentos
Capitale Privato
Capitânia Investimentos
Capri Family Office
Capse Investimentos
CapSigma Investment Partners
Capstone Gestão de Recursos
Caravela Capital
Carbyne Investimentos
Care Multi-Family Office
Carpa Family Office
Carrera8 Investimentos
Cartesia Capital
Cartor Capital
Casa do Investidor
CasaBlanca Investimentos
Cash Wise
Castanon Investimentos
Catalunya Capital
Catena Capital
CB Sports investimentos
CeltaInvest Assessoria de Investimentos
Center Investimentos - Escritório Credenciado à XP Investimentos
Central Capital
Ceres Capital
Ceres Investimentos
Cerrado Asset
CF Investimentos
Check Invest
Chess Capital
Chicago Investimentos
Chimera Capital
Cimo Family Office
Citrino Gestão de Recursos
CIX Capital
CL4 Capital
Clara Investimentos
Clave Capital
CLEAM Capital
Clube do Valor
CMS
CMX Seleto
CN Capitals  Investimentos
CN PARTNERS
Colina Investimentos
Collar Capital
Comporta Family Office
Compromisso Investimentos
Conceito Agentes Autônomos de Investimentos
ConexãoBR Investimentos
Confrapar
Connex Capital
Conselho Investimentos
Constância Investimentos
Contea Capital
Continuum Private Assessoria de Investimentos
Convexa Investimentos Assessores de Investimentos
Copa Investimentos
Copaíba Invest | XP
Cordier Investimentos | BTG Pactual
Costa Azul Investimentos
Cox Capital Management
Crava Capital
Criteria Financial Group
Cultinvest Asset Management
CVPAR Business Capital
cy.capital
Dahlia Capital
Dapes Investimentos
Davos Financial Partnership
DBV Capital
Decero Capital
Delfos Investimentos | BTG Pactual
Delta Energia
Delta Flow Investimentos
Delta HG Investimentos
Delta Investor | Assessoria de Investimentos
Delta-Griffo
Deminvest Family Office
Denko Capital
DEX Capital
DGF
Diagrama Investimentos
Diamante Prime Investimentos
DIRETA CAPITAL
Diversa Investimentos - Assessoria de investimentos da Necton - Uma empresa BTG Pactual
DMV Investimentos
DNA Capital
DOC Investimentos
DOM Investimentos
DOMO.VC
Donma Capital
Douro Capital
DP CAPITAL STRATEGIES
Drive Capital
Drýs Capital
Ducado Investimentos
Dunamis Trading
Dux Capital - Assessoria de Investimentos
DXA Invest
Dyamonte Corporate | Genial Investimentos
Dynamics Investimentos
Dynamo Administração de Recursos
ÉBANO Investimentos
EBW Invest XP
Eco Tech Invest
Ecos Investimentos - Assessoria de Investimentos da Necton
Éden Capital
Edro Investimentos
Effex Investimentos
Ehden Investimentos
Ekho Family Office
Eleita Capital XP
ELEV8 Capital
Eleva Invest
Ello Investimentos
Elo Forte Investimentos
Elon Investimentos
EMF Investimentos Assessoria de Investimentos Necton
Empire Investimentos - Credenciada à XP Investimentos
Empiricus Asset
Encore Asset Management
Engage
Engeform
Enótita Investimentos
Enso Gestão de Patrimônio
EnterCapital Gestão de Recursos
EOS Investimentos
EPIC Investimentos
EPS Investimentos
EQI INVESTIMENTOS
Esh Capital
Esquadra Investimentos
est gestão de patrimônio
Estrutural Investimentos | Safra Invest
Eterna Capital
Eternia Investimentos
Ethimos Investimentos
Ethos Investimentos | Gestão de Patrimônio Familiar
ETR Capital
ETRNTY Family Office
Etti Partners
Eurostock XP
Eurovest
Everest Capital
Evolution Agente Autonomo De Investimentos
Evolux Investimentos - Necton uma Empresa BTG Pactual
Evolve Capital
EW CAPITAL
EWZ Capital
Exa Capital
Exante Asset Management
Excellence Invest
Exclusive Investimentos
Executive Investimentos
ÉXES
Eximius Investimentos
Experato Investimentos
Expertise Investimentos
Explorer Investimentos
Exxel Corporate e Investimentos
F3 Capital
F3 Rock
f4 capital
F5 Capital
Fabiula Rocha Assessoria de Investimentos
Facilita Investimentos
Fact Invest
Fairtrade Capital
Fairway Capital | BTG Pactual Necton
fama re.capital
Fami Capital
Faria Lima Capital
Farmtech
Farview Invest
Fator Gestão de Recursos
Fator ORE
Fatori Finanças
Fatorial Investimentos
Fatos Capital
Fatto Capital
Faz Capital
FCapital Investimentos AAI S/S Ltda
Fearless Invest - Assessoria de Investimentos na Necton
FG/A Investimentos
Ficus Capital | XP
Fiduc
Fidus Invest Agente Autonomo De Investimentos
FigTree Capital
Finacap Investimentos
Finanzia Wealth
FINAXIS
FinCapital Investimentos
Fincare Investimentos | Safra Invest
FIR Capital
Firenze Investimentos | Safra Invest
FIT Investimentos
Fitz
FL2 Partners
FLAP Capital
Fly Capital Investimentos
FMB Investimentos
Focus Invest - Agente Autonomo de Investimentos - XP Investimentos
FORS Capital Partners
Forttu Investimentos
Fortuna Investimento
Fortune Wealth Management
Fortuno Agentes Autonomos de Investimentos Ltda
FORUM Investimentos
Foster Partners
Fox Investimentos
FRAM Capital
Front Invest
Funcional Investimentos
Futureinvest Agente Autônomo de Investimentos
Futurum Capital
Fyto Capital
G000D Investimentos
G2 Investimentos
G5 Partners
G8 Invest | XP Investimentos
Gade Investimentos
Gal Capital
Galapagos Capital
Galaticos Capital
Galloway Capital
Galop Capital
Galoppo Gestão de Recursos
Galt Capital
Gama Investimentos
Gamma Capital | XP
Gap asset
Gauss Capital
Gávea Investimentos
GB Investimentos
GCB Capital
GCS CAPITAL
GDI Invest
GEF Capital Partners
GEN Capital
Genebra Investimentos
Genesis Capital Gestora de Recursos
Gennesys
Genoa Capital
Gênova Investimentos
GeoCapital
Getreide Investimentos
Ghia Asset Management
Ghia Investimentos
Ghia Multi Family Office
GHT4
Giant Steps Capital
Global Asset
Global X ETFs Brasil
GLP Capital Partners
Gold Standard Investimentos
Golden Investimentos
GoldRock Investimentos
Goldsztein Family Office
Golf Invest
GOW Capital
GPA Capital
GPX Investimentos
GR Capital | BTG Pactual
Gradus Investimentos
Grafo Capital
Graham Agente Autônomo de Investimentos
Grand Capital Invest & Corporate
Gravus Capital
Green Alternative Investments
GRIF CAPITAL
GROW FINANCE
Grow Investing
Grupo Farol Capital
Grupo Fiere
Grupo Fractal
Grupo GCB
Grupo Leste
Grupo Merotto
Grupo Sarfaty
Grupo Sosu
Grupo Valore Elbrus
GT Capital
GTF Capital
GTI Administração de Recursos
GTIS Partners
Guará Multi Family Office Gestora de Recursos
Guardian Gestora
Guelt Investimentos
Guia da Bolsa
GuiaInvest Wealth
Guild Capital | XP
GV Atacama Capital
GWM Investments | BTG Pactual
GWX Investimentos
GX investimentos - XP investimentos
H2 Asset
H2 KAPITAL S.A.
Habitus Investimentos
Halley Capital Assessoria de investimentos
Haltin Capital
Harpia Corporate
Harta Capital
Hashdex
Haus Invest - AI da Necton
Haut Investimentos - Assessoria de Investimentos
HC 360º
HCI Advisors
HealthMoney
Hectare Capital
Hefesto Investimentos
HGR Investimentos
HIX Capital
Hogan Investimentos
Hold Investimentos
Horto Capital
Hórus Investimentos
HSI
Huma Capital
Hunter Investimentos
i5 Capital
IBBRA | Full Family Office
Ibéria Investimentos
Icatu Seguros
iFin Capital - Multi Family Office
IG4 Capital
Igah Ventures
IGFwm
Iggy Investimentos
iHUB Investimentos
Ikki Invest | XP Investimentos
Impacto Investimentos
Imperial Investimentos
Imperio Investimentos
Improve Wealth Services
Income Investimentos
Indie Capital
Ino9ve Investimentos
Inova Capital Investimentos
Inove Investimentos
Insight Investimentos
Inspira Investimentos
IntegraAliança Invest
Integral Group
Integral Trust Serviços
Integrity Wealth Management
Interinvest Investimentos
Interlaken Investimentos
Intertrading Assessoria de Investimentos
Intrabank
invés
Invest Tech Brazil
InvestCoop Asset Management
Investimentos.net
Investor
Investor Assessoria e Investimentos
InvestPartner Investimentos
InvestSmartXP
Investtop
inVista Real Estate
Invista Strada
Invisto
IP Capital Partners
Ipê Investimentos
IRB Asset Management
Iridium Gestão de Recursos
Iron Capital
Itaúna Capital
J.Mendes Investment Office
Jacarandá Capital
Jacarandá Investimentos
JB3 Investimentos
Jera Capital
JFK Investimentos
JGP
JiveMauá
Jobin Investimentos - BTG Pactual
Joule Asset Management
Journey Capital
Jugis Capital
Julius Baer Brasil
Jus Capital Gestão de Recursos
K3 Investimentos & Corporate
Kadima Asset Management
Kamaroopin
KAT Investimentos
Kaya Asset Management
KAZA CAPITAL
Kijani Investimentos
Kilima Asset Management
Kinea Investimentos
Kínitro Capital
Kira Investimentos
Kiron Capital
Kithera
KMT Asset Management
Knox Capital
Kobold Gestora de Fundos
Köli Capital
Kona Capital
KP WEALTH MANAGEMENT
KPTL - Venture Capital
Krathus Wealth Management
Krone Capital - Assessoria de Investimentos
Kronor Capital Investimentos
Kuará Capital
Kymas Gestão de Recursos
L'Aquila Invest - XP Investimentos
L4 Venture Builder
Lacan Florestal
LAD Capital Gestora de Recursos
Lakewood Investment Management
Lanx Capital Investimentos
Laplace
Lass Legal Capital
Latache Capital
LAV Asset Management
Lazuli Partners
LBI Investimentos
Leblon Equities
Lecca Investimentos
Legacy Capital
Legacy Investimentos
LEGADO ASSET MANAGEMENT
Legend
Legend Invest
Legend Wealth
Leme Invest
Lemon Capital
Levante
Levante Asset
LF INVESTIMENTOS IMOBILIÁRIOS LTDA
Liberta Investimentos
Libertas Asset S.A.
Libra Investimentos | BTG Pactual
Life Capital Partners (LCP)
Lifetime Investimentos
Lighthouse Investimentos
Lime Prime
Lince Agente Autonomo De Investimentos
Lince Investimentos
Line Invest | BTG Pactual
LinQ Investimentos
LIS Capital
LIV Capital
Livrato Capital
Logos Capital
Longeva Investimentos
Lorinvest Gestão De Recursos
LOT Investimentos
Lotus Capital
Lucrar Investimentos
Luxor Group
Lyon Capital
Lyon Investimentos
M Square
M WEALTH | Multi Family Office
M. Safra & Co. - Money Managers
M|o|S Capital
M2M Investimentos
M7 Investimentos
M8 Partners
Macaw Investimentos
Maclaude Investimentos | AAI Credenciado à XPI
Maffer Investimentos
Magno Investimentos
Magnus Capital
MAIS AI | BTG PACTUAL
Mais Capital
Maison Invest
Majoris Investimentos
Malibu Invest
Manaca Investimentos
Manatí Capital Management
Manchester Investimentos
Manhattan Investimentos
Mantaro Capital
Mar Asset
Mar Capital
Maralto Capital | XP Investimentos
Marco Investimentos
Marco Zero Investimentos
Marsche Investimentos
Matrice Investimentos
Matriz Capital
Mauá Capital
MAUD Capital
Maven Investimentos l XP
Maza Asset Management
MCI Capital
Menestys Group
Menthor Investimentos
Mentore Investimentos
Meraki Capital Asset Management
Mercurio Partners
Mercurius Crypto
Mercury Gestão de Recursos
Meridional Investimentos
Mérito
Merlin Capital Investimentos
Messem Investimentos
Meta Asset Management
Meta Invest BR
Meta Investimentos
Método Investimentos
Meu Patrimônio
Meza Investimentos
MF Private Assessoria de Investimentos
MGM Investimentos
MHT Private
Mhydas Planejamento Financeiro
MHZ CAPITAL
Milenio Capital
MILENIUM MULTI FAMILY OFFICE
Miles Capital
Minas Capital
Mission Co.
Miura Investimentos
MM Invest AI
MMZR Family Office
Moat Capital
Möbius
Módulo Capital
Mohu Capital
Moinhos Investimentos AAI | XP Investimentos
Mônaco Investimentos
Monefica | Wealth Mgmt & Family Office
Monetá Investimentos
Monetae Investimentos
Monetiza Gestão de Investimentos
Montag Capital
Monte Alto Investimentos
Monte Azul Multi Family Office
Monte Bravo
Monte Capital Management
Monteverde Investimentos
Morada Capital
More Invest
Morgan Stanley
MOSAICO INVESTIMENTOS
MOSAICO INVESTIMENTOS
MOV Investimentos
Mowe Investimentos
MQX Invest
MR Investimentos
Mubadala Capital
Multi Wealth Family Office
Multinvest Capital
Multipla Investimentos
Multiplica - Crédito & Investimento
Multiplike Gestora de Recursos
MultPrivate | Safra Invest
Mundo Investimentos
Muralha Capital
MVT Investimentos
MZM Wealth
MZR Investimentos
N1 Investimentos
Nacional Investimentos
Naman
Narwhal Capital
NAU Capital
NAU Capital
Nauta Investimentos
NauticaInvestimentos
Navi
Nebraska Capital
Neit Group
Nello Assessoria de Investimentos
Nello Investimentos
Neovalor Investimentos
Nero Capital
Nest
Netuno Investimentos
Neuler Capital
Neves Capital
Newave Capital Gestão de Recursos
Newcap Agente Autonomo De Investimentos
Newf | Newfoundland Capital Management
NewWay Investimentos - AI
NEX Gestão de Recursos
Nex Invest - Blue3
Nexa Finance
Nexgen Capital
NEXTEP Investimentos
Niche Partners
NÍKN Advisory
Nikos Gestão
Nippur Finance
NM Capital
Nobel Capital
nômeno ltd.
Nomos Investimentos
Noon Capital Partners
Noronha Trust
Norte Asset Management
Norte Invest | AAI Credenciado à XP Investimentos
North Capital
NorthX Capital
NORTUS INVESTIMENTOS
Nover Invest
Novus Capital
Noz Investimentos
NSG Invest - AI da Necton – Uma empresa BTG Pactual
Nucleo Capital
Nucleopar Investimentos
Nummi Investimentos
O2 Capital
Oakland Investimentos
OBB Capital
Oby Capital
Occam Brasil Gestão de Recursos
Oceana Investimentos
Octante Capital
OCTO Capital
ODERSON Agente Autônomo de Investimento Ltda
Ofir Investimentos | Safra Invest
Oikos Family Office
Oikos Wealth Management
Okean Invest
Okto Investimentos - AAI da Necton – Uma empresa BTG Pactual
Öküs Capital | Safra Invest
Olimpo Investimentos
Olympia Investimentos
Ômega Invest - Assessoria de Investimentos
One Investimentos
One Wealth Management
Onix Capital
Onner Capital
Onori Investimentos | Safra Invest
Onyx Equity Management Gestora de Investimentos
Onze
OP Finance
Opea
Open Agente Autônomo De Investimentos S/S Ltda
Open Kapital
Ópera Investimentos
Opportunity
Opportunity Auster Wealth Management
Optimum Capital
Ore Investments
Organon Capital
Ori Capital
Oria Capital
Oriente Investimentos
Origem Invest
Origem Investimentos
Oriz Partners
Orla Investimentos
Orram Investimentos
Oryx Capital
OSLO DTVM
Ot Investimentos Agentes Autônomos de Investimentos
Otium Capital
OTM Invest
Ouro Investimentos
Ouro Preto Investimentos
Overtime Investimentos
OX INVESTIMENTOS
Oxford Capital | Safra Invest
Pace Capital
Page Capital
PALAS CAPITAL
Panamby Capital
Panorama
Panorama Invest
PARAMIS CAPITAL
Parcitas Investimentos
Pasárgada Investimentos
Patagônia Capital
Paths Investimentos
Patrimonial Gestão de Recursos
Patrimônio Investimentos
Patrimus Investimentos
Pausare Capital
Pedra Azul Investimentos
Península Participações
Pequod Investimentos
Perenne Investimentos
Performance Investimentos
Performe Agente Autonomo De Investimentos
Performe Assessores de Investimentos
Persevera Asset Management
Perspective Investimentos
Petrópolis Invest
Petrus Advisor
PFI Investimentos
Phi - Investimentos
Philos Invest & Solutions
PHRONESIS INVESTIMENTOS
PIENZA INVESTIMENTOS
Pilar Investimentos
Pilares da Grana
PIPE Ventures
PIPO Capital
Pisano Investimentos
Place Investimentos
PlanizeInvest
Planner Investimentos
Platinum Investimentos
Pleno Finance
PLT Investimentos
Plus Investimentos
Polígono Capital
Polo Capital
Polyface Invest
Portal do Investimento
Porte Investimentos
Portiagle Investimentos
Porto
Portofino Multi Family Office
Portogallo Family Office
Potenza Capital
Potenza Investimentos
PPS Portfolio Performance
PR1ME INVESTIMENTOS
Prada Assessoria
Pragma
Praisce Capital
PRAWDA CAPITAL | SAFRA INVEST
Première Investimentos
Premium Alliance Investimentos
Prime Advisor Investments
Prime Reserve Capital
Primus Ventures
Principal Investimentos
Principia Capital Partners
Prinz Capital
Priority Capital
Prisma Capital (Brasil)
Private Capital
Profitto Growth
Progredir Investimentos
Proinvestors.
Propósito Capital
Propósito Partners
Próprio Capital Gestão de Recursos
Prosperidade Investimentos
Prosperitat Investimentos
Proventus Capital - AI Contratado EQI
Proxy Investimentos
Prumo Capital
PRX Capital
PS Advisor
Puras Family Office
QINV
QLZ Asset Management
Qoros Capital
QR Asset Management
QTZ Investimentos
Quaestor Capital
Quaestus Asset
Quantique - Machine
Quantitas Gestão de Recursos
Quark Investimentos
Quartz
Quartzo Capital
Quatá Investimentos
Quatrinvest Administradora de Recursos Ltda
Quattro Investimentos
Quotus Investimentos | SAFRA INVEST
R6 Capital
Radar
Radar Investimentos
RAM Capital
Rapier Investimentos GP
Raro Investimentos
Razões para Investir
RB Asset
RBR Asset Management
RCap Asset
RCB Investimentos
RD Investimentos
RDCapital
Reach Capital
Real Capital Partners
REAL INVEST - AAI | XP Investimentos
Real Investor Asset Management
Real Private
REC Gestão de Recursos S.A.
Reciffo Wealth Management
RED Asset
Reddere Investimentos | Safra Invest
Redoma Capital
Redoma Invest
Regata Investimentos - Agente Autônomo de Investimentos do BTG Pactual
Régia Capital
Remar Invest
Remo Investimentos - Agente Autônomo de Investimentos - Credenciado XP Investimentos
Renova Invest – Assessor de Investimentos do BTG Pactual
Rentável Investimentos
Requin Capital
Reserva Capital Agente Autônomo de Investimentos
REV Capital | Safra Invest
RF7 Capital
RGC Invest | XP Investimentos
RGW Investimentos
RHYAL INVESTIMENTOS
Riba Capital
Rio Bravo Investimentos
Rio Capital Investimentos | XP Investimentos
Rio Claro Investimentos®
Rio Gestão de Recursos
Rio Investimentos
Rio Negro - credenciada à XP Investimentos
Rio Verde Investimentos
RioSul Investimentos
RIVA Investimentos
Rivea Investimentos
River Capital
River Investimentos
Riverside Capital
RJ+
RN Investimentos
RNA Invest
RNS Invest
Rocha Investimentos
Roma Invest | XP Investimentos
Root Capital Gestão de Recursos
Rosa Investimentos
Rota Investimentos
Route Investments
RP Capital Investimentos
RP Investimentos
RPS Capital – Investment Management
RTS Partners
Rubi Investimentos
Rubik Capital
Rumo Investimentos
Russo Agentes Autônomos de Investimentos
RV4 Investimentos
RVI Capital
Ryo Asset
S3 Investimentos
S6 INVESTIMENTOS
Sacre Investimentos - AI do BTG Pactual
Safe Investimentos
Safe Return
Safira Capital - Private
Safira Investimentos
Saga Investimentos
Salus Investimentos
Sameside Gestão de Patrimônio
Santa Fé Investimentos
Santé Investimentos
São Pedro Capital
Sarkis Investimentos
Saron Investments
Sarpen Quant Investments
Saturnus Investimentos
SAVANA INVESTIMENTOS
Score Capital
Sefer Investimentos
Selezione Investimentos
Semeare Investimentos
Septem Capital
Serpa Investimentos | Genial Investimentos
Set Investimentos
Setta Gestao & Governança Patrimonial
Settima Investimentos
Seven Investimentos
Seven Pounds Asset Management
SG Multi Family Office
Sharp Capital
Shift Capital
Shore Capital Gestão de Recursos LTDA
SHP Investimentos
SHS Investimentos
Siglo Investimentos
Signal Capital
Siguler Guff & Company
Simplifique Investimentos
Sinal Capital Investimentos | Ágora Investimentos
Sincra
Sinfonia Gestora de Recursos
SINX INVESTIMENTOS
SIR Investimentos
Site MaisRetorno
Sits Capital
SIX Investimentos
Skade Capital
SKG Investimentos
Skopos
Sky Invest
SLR Investimentos
SmartSave Gestora de Recursos
Sofia Finance
SOLE Capital
Solis Investimentos
Solutio Investimentos | XP
Somar Invest | AAI Credenciado à XPI
SOMMA Assessoria de Investimentos
Somus Capital
Sonar Investimentos
Sonata Gestora de Patrimônio
SOUTHTREE CAPITAL
Sow Capital
SP Ventures
Sparta Fundos de Investimento
SPCAP Investimentos | AAI Credenciado à XPI
Spectra Investments
Sperss Capital
SPX Capital
Squad Capital Investimentos
Squadra Investimentos
Squalo Capital
Squalo Investimentos
Squanto Family Office
SRM ASSET
Start Investimentos
Status Invest Assessoria de Investimentos
STEIGEN INVESTIMENTOS
Stellar Capital
Stellar Capital
Stellaris Investimentos
Sten Gestão Patrimonial
STK Capital
StoneX Brasil
Strata Capital
Strategi Capital
Strategic Portfolio Advisors
Straten Investimentos
Strike Invest | Safra Invest
Sueste Capital
Sumauma Capital
Summit Investimentos
Suno Asset
Sunrise Invest
Supernova Investimentos
SVN Investimentos - Escritório Credenciado à XP Investimentos
SVS Investimentos
SWM | BTG Pactual
SYM Investments
Synoro Investimentos
Taboaco Nieckele E Associados - Gestao Patrimonial
TAG Investimentos
Taggart Capital
Tagus Investimentos
Taiga Investimentos
Tailor Partners
Taira Capital
Target Invest | BTG Pactual
Tarpon
Taruá Capital
Tauari Investimentos
Taurus Investimentos
Távola Capital
TB Capital
TED3 Investimentos
Tellus Investimentos Imobiliários
Telos Investimentos
Tenax Capital
Tenom Invest
TERA Capital
Tercon Asset Management
Terra Investimentos
Terracotta Investimentos
TG Core Asset
The Hill Capital
THEO3 Investimentos
Thera Investimentos
Ticker Wealth
Tizar Capital
Tokyo Capital
Top Investment Group
Top Multi-Family Office
Topo Invest AAI|XP Investimentos
TORI
Tork Capital
Toro Negro Investimentos
Tórus Investimentos
Toth Capital AAI | Agente Autônomos de Investimento credenciado à XP Investimentos
Towin Investimentos
TRAAD - Wiser Investor
Track Capital
Track Capital
Tradersbeck
Tradicional Investimentos
Trafalgar Investimentos
Transfero Asset Management
Travessia Capital - Asset Management
Treecorp Investimentos
Tríade Capital
Triaxios Assessoria de Investimentos
Triaxis Capital
TRIESTOR - Gestora de Investimentos
Trígono Capital
Trilha Investimentos
Trium Capital
TRIUNO INVESTIMENTOS
Trius Capital
TRIX.com.vc
Troon Capital
TROPICO Latin America Investments
Trust Capital
Truver
Truver Investimentos
TRUXT Investimentos
TRX Investimentos
Tuche Asset Management
Turim
Tutors Participações
TX4 Capital
TYCOON Investment
TYR Gestão de Recursos
Tyton Capital
U.V. Gestora de Ativos Financeiros
UBS BB
UDG Investimentos | XP
Ujay Capital
Ultracapital
ÚNICOO INVESTIMENTOS / XP
Unifique Invest
Unik Investimentos
Únimo Investimentos
United Multi-Family Office
UP Real Investimentos / Safra Invest
Upper | BTG Pactual
Upstock Investimentos - Assessoria de Investimentos
Urca Capital Partners
Ushuaia Investimentos
Utah Investimentos
Utility Credit
UV Gestora
V2 Investimentos
V2X Capital
V8 Capital
Valetec Capital
Valle Investimentos
Valor Investimentos
Valora Gestão de Investimentos - VGI
Vanguard Agente Autonomo De Investimentos
Vantaggio Invest
Vante Invest
VBI Real Estate
VCM Veritas Capital Management
Vectis
Veedha
Vega Asset Management
Vega Investimentos
VELT Partners
Vena Investimentos
Veneza Investimentos AAI
Venice Investimentos
Venice RC
Ventor Investimentos
Vera Cruz Asset Management
Verbum Capital - Assessoria de Investimentos da Necton
Verde Asset Management
Veritas Investimentos
Vermont Investimentos
Versal Finance
Verso Investimentos
VERT Capital
Vertente Assessores de Investimento | BTG Pactual
Vertente Capital
Vertere Capital
Vértiq | XP Investimentos
Vértua Investimentos
Vestor Capital
Vethor Agente Autonomo De Investimentos
Vetro Capital - Assessoria de Investimentos da Necton - Uma empresa BTG Pactual
Vettore 23
Vexus Capital
ViaInvest
Vidda Capital
Vidda Capital
Vidden Investimentos
Vila Rica Capital
Ville Capital | XP Investimentos
Vincit | Capital
Vintage Investimentos
Vinter Capital
Virtue Invest
Visão Investimentos
Visem Capital
Vissem Investimentos
Vista Capital
Vista Investimentos
Vitis Capital Asset Management
Vivere Capital | XP Investimentos
VLG Investimentos
VMB Invest
Vocare Group
